Number,SMILES,AW_ST_CMC/ mN/m,ref,Type_of_surfactant,DOI_1,DOI_2
385,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](CCCNC(CCCCCCCCCCC)=O)(C)C.[Br-].[Br-],38.4,[96],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12346
386,C1=CC=CC(=C1)C(C(C)[N+](C)(CCCCCCCCCCCC)C)O.[Br-],31.8,[97],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2005.05.054
387,C1=CC=CC(=C1)C=NC2=CC=[N+](C=C2)CC[N+]4=CC=C(N=CC3=CC=CC=C3)C=C4.[Br-].[Br-],50.0,[98],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-013-1478-9
388,C1=CC=CC(=C1)C=NC2=CC=[N+](C=C2)CCCCCC[N+]4=CC=C(N=CC3=CC=CC=C3)C=C4.[Br-].[Br-],47.0,[98],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-013-1478-9
389,C1=CC=CC(=C1)C=NC2=CC=[N+](C=C2)CCCCCCCCCCCC[N+]4=CC=C(N=CC3=CC=CC=C3)C=C4.[Br-].[Br-],41.0,[98],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-013-1478-9
390,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],30.9,[99],cationic,10.1016/j.ces.2022.118208,10.1007/s00396-014-3233-9
391,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],30.7,[99],cationic,10.1016/j.ces.2022.118208,10.1007/s00396-014-3233-9
392,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],29.1,[99],cationic,10.1016/j.ces.2022.118208,10.1007/s00396-014-3233-9
393,CCCCCCCCCCCC[N+](C)(C)CCOC(C(OCC[N+](C)(C)CCCCCCCCCCCC)=O)=O.[Br-].[Br-],24.9,[100],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.06.051
394,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],36.4,[101],cationic,10.1016/j.ces.2022.118208,10.4028/www.scientific.net/AMM.174-177.1433
395,CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],41.0,[102],cationic,10.1016/j.ces.2022.118208,10.1007/BF01550555
396,CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],42.6,[102],cationic,10.1016/j.ces.2022.118208,10.1007/BF01550555
397,CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],44.5,[102],cationic,10.1016/j.ces.2022.118208,10.1007/BF01550555
398,CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],44.0,[102],cationic,10.1016/j.ces.2022.118208,10.1007/BF01550555
399,CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],44.3,[102],cationic,10.1016/j.ces.2022.118208,10.1007/BF01550555
400,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],44.6,[102],cationic,10.1016/j.ces.2022.118208,10.1007/BF01550555
401,CCCCCCCCCCCCOCC(OCCO)C[N+](C)(C)CC(OCCO)COCCCCCCCCCCCC.CO[S](=O)(=O)[O-],28.6,[103],cationic,10.1016/j.ces.2022.118208,10.1016/j.jiec.2014.06.027
402,CCCCCCCCCCCCOCC(OCCOCCO)C[N+](C)(C)CC(OCCOCCOCCO)COCCCCCCCCCCCC.CO[S](=O)(=O)[O-],32.2,[103],cationic,10.1016/j.ces.2022.118208,10.1016/j.jiec.2014.06.027
403,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CCCC[N+](CCOC(CCCCCCCCCCCC)=O)(C)C.[Cl-].[Cl-],34.0,[104],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-001-0180-6
404,CCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],41.0,[105],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-001-0179-z
405,CCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],40.0,[105],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-001-0179-z
406,CCCCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],42.0,[105],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-001-0179-z
407,CCCCCCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],43.0,[105],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-001-0179-z
408,CCCCCCCCCCCC[N+](C)(C)CC(O)COC(=O)CCCCC(OCC(C[N+](CCCCCCCCCCCC)(C)C)O)=O.[Cl-].[Cl-],31.4,[106],cationic,10.1016/j.ces.2022.118208,10.4028/www.scientific.net/AMR.1004-1005.699
409,C1=C[N](C=[N+]1CCCCCCCCCCCCCC)C.[Br-],40.0,[107],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2017.07.018
410,C1=C[N](C=[N+]1CCCCCCCCCCCCCCCC)C.[Br-],38.0,[107],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2017.07.018
411,C1=C[N](C=[N+]1CCCCCCCCCCCCCCCCCC)C.[Br-],40.5,[107],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2017.07.018
412,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1C(C(C(C(CO)O1)O)O)O.[Cl-],51.5,[108],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1225-4
413,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1C(C(C(C(CO)O1)O)O)O.[Cl-],47.8,[108],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1225-4
414,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1C(C(C(C(CO)O1)O)O)O.[Cl-],46.1,[108],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1225-4
415,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1C(C(C(C(CO)O1)O)O)O.[Cl-],35.9,[108],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1225-4
416,C1=[N+](C=CC=C1COC(=O)CC(C(OCC2=CC=C[N+](=C2)CCCCCC)=O)(CC(OCC3=CC=C[N+](=C3)CCCCCC)=O)O)CCCCCC.[Br-].[Br-].[Br-],32.5,[109],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2020.112817
417,C1=[N+](C=CC=C1COC(=O)CC(C(OCC2=CC=C[N+](=C2)CCCCCCCCCCCC)=O)(CC(OCC3=CC=C[N+](=C3)CCCCCCCCCCCC)=O)O)CCCCCCCCCCCC.[Br-].[Br-].[Br-],30.1,[109],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2020.112817
418,C1=[N+](C=CC=C1COC(=O)CC(C(OCC2=CC=C[N+](=C2)CCCCCCCCCCCCCCCCCC)=O)(CC(OCC3=CC=C[N+](=C3)CCCCCCCCCCCCCCCCCC)=O)O)CCCCCCCCCCCCCCCCCC.[Br-].[Br-].[Br-],27.5,[109],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2020.112817
419,CCCCCCCCCCOC(=O)C(C)[N+](C)(CC[N+](C(C(OCCCCCCCCCC)=O)C)(C)C)C.[Br-].[Br-],28.5,[110],cationic,10.1016/j.ces.2022.118208,10.1246/cl.2012.1096
420,CCCCCCCCCCCCOC(=O)C(C)[N+](C)(CC[N+](C(C(OCCCCCCCCCCCC)=O)C)(C)C)C.[Br-].[Br-],32.0,[110],cationic,10.1016/j.ces.2022.118208,10.1246/cl.2012.1096
421,CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](CC(COCCCCCCCCCCCC)O)(C)C.[Br-].[Br-],36.4,[111],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1734-2
422,CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](CC(COCCCCCCCCCCCCCC)O)(C)C.[Br-].[Br-],37.4,[111],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1734-2
423,CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](CC(COCCCCCCCCCCCCCCCC)O)(C)C.[Br-].[Br-],39.2,[111],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1734-2
424,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],42.8,[112],cationic,10.1016/j.ces.2022.118208,10.1021/la00030a006
425,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],41.5,[112],cationic,10.1016/j.ces.2022.118208,10.1021/la00030a006
426,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],39.5,[112],cationic,10.1016/j.ces.2022.118208,10.1021/la00030a006
427,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],39.4,[112],cationic,10.1016/j.ces.2022.118208,10.1021/la00030a006
428,CCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],40.4,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
429,CCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],37.8,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
430,CCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],37.3,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
431,CCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],25.4,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
432,CCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],25.2,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
433,CCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],24.2,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
434,CCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],26.4,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
435,CCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],31.7,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
436,CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],35.8,[113],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
437,CCCCCCCCOC(=O)C[N+](CC[N+](CC(OCCCCCCCC)=O)(C)C)(C)C.[Cl-].[Cl-],43.0,[114],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2016.05.083
438,CCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCC)CC(O)C.[Br-].[Br-],42.2,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
439,CCCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCCC)CC(O)C.[Br-].[Br-],38.0,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
440,CCCCCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCCCCC)CC(O)C.[Br-].[Br-],36.0,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
441,CCCCCCCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCCCCCCC)CC(O)C.[Br-].[Br-],35.5,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
442,CCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],34.9,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
443,CCCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],34.1,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
444,CCCCCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],32.7,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
445,CCCCCCCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],30.0,[115],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12506
446,CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],32.4,[116],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2016.08.020
447,CCCCCCCCCCCC[N+](C)(C)CCOC(C[N+](CCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],30.8,[116],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2016.08.020
448,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],27.7,[117],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-015-1705-7
449,CCCCCCCCCCCC[N+](C)(C)CC=C.[Br-],39.5,[118],cationic,10.1016/j.ces.2022.118208,10.1080/01932690701688458
450,CCCCCCCCCCCCCCCC[N+](C)(C)CC=C.[Br-],34.0,[118],cationic,10.1016/j.ces.2022.118208,10.1080/01932690701688458
451,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC=C.[Br-],33.2,[118],cationic,10.1016/j.ces.2022.118208,10.1080/01932690701688458
452,CCCCCCCCCCCC(C)[N+](C)(C)CCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],36.0,[119],cationic,10.1016/j.ces.2022.118208,10.3390/molecules24234380
453,CCCCCCCCCCCC(C)[N+](C)(C)CCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],39.4,[119],cationic,10.1016/j.ces.2022.118208,10.3390/molecules24234380
454,CCCCCCCCCCCC(C)[N+](C)(C)CCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],41.0,[119],cationic,10.1016/j.ces.2022.118208,10.3390/molecules24234380
455,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],40.8,[119],cationic,10.1016/j.ces.2022.118208,10.3390/molecules24234380
456,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],43.3,[119],cationic,10.1016/j.ces.2022.118208,10.3390/molecules24234380
457,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],43.3,[119],cationic,10.1016/j.ces.2022.118208,10.3390/molecules24234380
458,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],41.4,[119],cationic,10.1016/j.ces.2022.118208,10.3390/molecules24234380
459,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCC.[Cl-].[Cl-],30.4,[120],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1207-6
460,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCC.[Cl-].[Cl-],36.2,[120],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1207-6
461,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCCCC.[Cl-].[Cl-],40.0,[120],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1207-6
462,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCCCCCC.[Cl-].[Cl-],45.2,[120],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1207-6
463,C1=[N+](C=CC(=C1)C=NC2=CC=[N+](C=C2)CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],28.7,[121],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-016-1824-9
464,CCCCCCCCC(CCCCCCCC)C[N+](C)(C)CCO.[Cl-],25.3,[122],cationic,10.1016/j.ces.2022.118208,10.1039/C5RA22115C
465,CCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],39.0,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
466,CCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],37.9,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
467,CCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],35.8,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
468,CCCCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],37.9,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
469,CCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],37.2,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
470,CCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],32.8,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
471,CCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],42.6,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
472,CCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCCCCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],39.8,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
473,CCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCCCCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],42.8,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
474,CCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCCCCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],48.7,[123],cationic,10.1016/j.ces.2022.118208,10.1002/ejlt.201000437
475,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCC)CCCCCCCCCC.[Br-].[Br-],39.1,[124],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.025
476,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],38.1,[124],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.025
477,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCCCCCC)CCCCCCCCCCCCCC.[Br-].[Br-],38.0,[124],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.025
478,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC.[Br-].[Br-],37.6,[124],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.025
479,OCC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCC)O.[Cl-],33.0,[125],cationic,10.1016/j.ces.2022.118208,10.1021/la901675p
480,OCC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCCCC)O.[Cl-],31.0,[125],cationic,10.1016/j.ces.2022.118208,10.1021/la901675p
481,O(CC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCC)O)C(=O)CCCCCCCCCCC.[Cl-],24.5,[125],cationic,10.1016/j.ces.2022.118208,10.1021/la901675p
482,O(CC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCCCC)O)C(=O)CCCCCCCCCCCCC.[Cl-],25.0,[125],cationic,10.1016/j.ces.2022.118208,10.1021/la901675p
483,CCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],35.9,[126],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-012-1417-1
484,CCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],33.7,[126],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-012-1417-1
485,CCCCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],31.9,[126],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-012-1417-1
486,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],42.1,[127],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2015.1120676
487,C1CN(CCN1CC(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)O)CC(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)O.[Cl-].[Cl-],40.9,[128],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2014.986737
488,C1CN(CCN1CC(C[N+](C)(C)CCCCCCCCCCCCCCCC)O)CC(C[N+](C)(C)CCCCCCCCCCCCCCCC)O.[Cl-].[Cl-],36.5,[128],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2014.986737
489,C1CN(CCN1CC(C[N+](C)(C)CCCCCCCCCCCC)O)CC(C[N+](C)(C)CCCCCCCCCCCC)O.[Cl-].[Cl-],37.6,[128],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2014.986737
490,CCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCC)C[N+](C)(C)C.[I-].[I-],40.9,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
491,CCCCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCCCC)C[N+](C)(C)C.[I-].[I-],39.6,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
492,CCCCCCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCCCCCC)C[N+](C)(C)C.[I-].[I-],40.8,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
493,CCCCCCCCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCCCCCCCC)C[N+](C)(C)C.[I-].[I-],39.1,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
494,CCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],32.2,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
495,CCCCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],32.2,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
496,CCCCCCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],33.5,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
497,CCCCCCCCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],23.5,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
498,CCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],31.4,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
499,CCCCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],32.0,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
500,CCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],33.0,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
501,CCCCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],33.0,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
502,CCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],31.4,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
503,CCCCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],32.2,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
504,CCCCCCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],31.5,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
505,CCCCCCCCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],32.7,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
506,CCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],36.7,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
507,CCCCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],35.2,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
508,CCCCCCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],34.3,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
509,CCCCCCCCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],35.0,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
510,CCCCCCCCCCCC[N+](C)(C)C.[Br-],35.8,[129],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2014.02.017
511,CCCCCCCCCCCC[N+](C)(C)CC(OC(O)C=C)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],31.6,[130],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1211-x
